carriers,locs,techs,timesteps,carrier_prod
power,AH,HV_161:CP,2019-01-15 12:00:00,0.0
power,AH,HV_161:CP,2019-01-15 13:00:00,0.0
power,AH,HV_161:CP,2019-01-15 14:00:00,0.0
power,AH,HV_161:CP,2019-01-15 15:00:00,0.0
power,AH,HV_161:CP,2019-01-15 16:00:00,0.0
power,AH,HV_161:CP,2019-01-15 17:00:00,0.0
power,AH,HV_161:CP,2019-01-15 18:00:00,0.0
power,AH,HV_161:CP,2019-01-15 19:00:00,0.0
power,AH,HV_161:CP,2019-01-15 20:00:00,0.0
power,AH,HV_161:CP,2019-01-15 21:00:00,0.0
power,AH,HV_161:CP,2019-01-15 22:00:00,0.0
power,AH,HV_161:CP,2019-01-15 23:00:00,0.0
power,AH,HV_161:EP,2019-01-01 00:00:00,449112.547745
power,AH,HV_161:EP,2019-01-01 01:00:00,449991.724711
power,AH,HV_161:EP,2019-01-01 02:00:00,451473.765951
power,AH,HV_161:EP,2019-01-01 03:00:00,434116.300117
power,AH,HV_161:EP,2019-01-01 04:00:00,434560.075154
power,AH,HV_161:EP,2019-01-01 05:00:00,367365.832703
power,AH,HV_161:EP,2019-01-01 06:00:00,330436.918792
power,AH,HV_161:EP,2019-01-01 07:00:00,333452.955477
power,AH,HV_161:EP,2019-01-01 08:00:00,329964.067141
power,AH,HV_161:EP,2019-01-01 09:00:00,338970.161552
power,AH,HV_161:EP,2019-01-01 10:00:00,338598.373552
power,AH,HV_161:EP,2019-01-01 11:00:00,365868.718568
power,AH,HV_161:EP,2019-01-01 12:00:00,374773.236896
power,AH,HV_161:EP,2019-01-01 13:00:00,383079.182882
power,AH,HV_161:EP,2019-01-01 14:00:00,389707.062829
power,AH,HV_161:EP,2019-01-01 15:00:00,403269.027256
power,AH,HV_161:EP,2019-01-01 16:00:00,411640.445044
power,AH,HV_161:EP,2019-01-01 17:00:00,355085.475625
power,AH,HV_161:EP,2019-01-01 18:00:00,548137.184048
power,AH,HV_161:EP,2019-01-01 19:00:00,561085.299767
power,AH,HV_161:EP,2019-01-01 20:00:00,519678.215907
power,AH,HV_161:EP,2019-01-01 21:00:00,531497.906791
power,AH,HV_161:EP,2019-01-01 22:00:00,554186.759175
power,AH,HV_161:EP,2019-01-01 23:00:00,534685.775903
power,AH,HV_161:EP,2019-01-02 00:00:00,479142.722178
power,AH,HV_161:EP,2019-01-02 01:00:00,454977.914269
power,AH,HV_161:EP,2019-01-02 02:00:00,426387.915479
power,AH,HV_161:EP,2019-01-02 03:00:00,409118.367306
power,AH,HV_161:EP,2019-01-02 04:00:00,404220.09541
power,AH,HV_161:EP,2019-01-02 05:00:00,396876.874146
power,AH,HV_161:EP,2019-01-02 06:00:00,360645.520333
power,AH,HV_161:EP,2019-01-02 07:00:00,375936.445293
power,AH,HV_161:EP,2019-01-02 08:00:00,392274.38087
power,AH,HV_161:EP,2019-01-02 09:00:00,431358.626293
power,AH,HV_161:EP,2019-01-02 10:00:00,454369.019288
power,AH,HV_161:EP,2019-01-02 11:00:00,443132.267887
power,AH,HV_161:EP,2019-01-02 12:00:00,449573.201241
power,AH,HV_161:EP,2019-01-02 13:00:00,536717.829946
power,AH,HV_161:EP,2019-01-02 14:00:00,426554.476831
power,AH,HV_161:EP,2019-01-02 15:00:00,458750.176544
power,AH,HV_161:EP,2019-01-02 16:00:00,437166.293681
power,AH,HV_161:EP,2019-01-02 17:00:00,465352.424591
power,AH,HV_161:EP,2019-01-02 18:00:00,576727.453242
power,AH,HV_161:EP,2019-01-02 19:00:00,474724.638295
power,AH,HV_161:EP,2019-01-02 20:00:00,477648.73504
power,AH,HV_161:EP,2019-01-02 21:00:00,518985.357925
power,AH,HV_161:EP,2019-01-02 22:00:00,563040.568589
power,AH,HV_161:EP,2019-01-02 23:00:00,542401.600852
power,AH,HV_161:EP,2019-01-03 00:00:00,519170.395084
power,AH,HV_161:EP,2019-01-03 01:00:00,481905.849836
power,AH,HV_161:EP,2019-01-03 02:00:00,445662.824682
power,AH,HV_161:EP,2019-01-03 03:00:00,444570.133236
power,AH,HV_161:EP,2019-01-03 04:00:00,434882.439963
power,AH,HV_161:EP,2019-01-03 05:00:00,423779.690426
power,AH,HV_161:EP,2019-01-03 06:00:00,381586.679288
power,AH,HV_161:EP,2019-01-03 07:00:00,452958.170371
power,AH,HV_161:EP,2019-01-03 08:00:00,463530.704688
power,AH,HV_161:EP,2019-01-03 09:00:00,441503.636167
power,AH,HV_161:EP,2019-01-03 10:00:00,487516.308713
power,AH,HV_161:EP,2019-01-03 11:00:00,520734.381816
power,AH,HV_161:EP,2019-01-03 12:00:00,526053.120018
power,AH,HV_161:EP,2019-01-03 13:00:00,531196.136646
power,AH,HV_161:EP,2019-01-03 14:00:00,546906.537866
power,AH,HV_161:EP,2019-01-03 15:00:00,559391.520193
power,AH,HV_161:EP,2019-01-03 16:00:00,571516.71836
power,AH,HV_161:EP,2019-01-03 17:00:00,573226.552162
power,AH,HV_161:EP,2019-01-03 18:00:00,503419.535807
power,AH,HV_161:EP,2019-01-03 19:00:00,447603.350634
power,AH,HV_161:EP,2019-01-03 20:00:00,443446.201738
power,AH,HV_161:EP,2019-01-03 21:00:00,488740.336948
power,AH,HV_161:EP,2019-01-03 22:00:00,563633.608831
power,AH,HV_161:EP,2019-01-03 23:00:00,575425.163601
power,AH,HV_161:EP,2019-01-04 00:00:00,530855.076176
power,AH,HV_161:EP,2019-01-04 01:00:00,488081.021781
power,AH,HV_161:EP,2019-01-04 02:00:00,478569.163812
power,AH,HV_161:EP,2019-01-04 03:00:00,477082.936093
power,AH,HV_161:EP,2019-01-04 04:00:00,472837.767206
power,AH,HV_161:EP,2019-01-04 05:00:00,467592.011114
power,AH,HV_161:EP,2019-01-04 06:00:00,409891.620908
power,AH,HV_161:EP,2019-01-04 07:00:00,434107.06377
power,AH,HV_161:EP,2019-01-04 08:00:00,436682.013666
power,AH,HV_161:EP,2019-01-04 09:00:00,442590.054119
power,AH,HV_161:EP,2019-01-04 10:00:00,473562.835364
power,AH,HV_161:EP,2019-01-04 11:00:00,473473.991951
power,AH,HV_161:EP,2019-01-04 12:00:00,452375.598827
power,AH,HV_161:EP,2019-01-04 13:00:00,478855.086141
power,AH,HV_161:EP,2019-01-04 14:00:00,505951.664122
power,AH,HV_161:EP,2019-01-04 15:00:00,512587.171372
power,AH,HV_161:EP,2019-01-04 16:00:00,515904.194188
power,AH,HV_161:EP,2019-01-04 17:00:00,539479.122301
power,AH,HV_161:EP,2019-01-04 18:00:00,522437.905042
power,AH,HV_161:EP,2019-01-04 19:00:00,430616.582578
power,AH,HV_161:EP,2019-01-04 20:00:00,436999.097823
power,AH,HV_161:EP,2019-01-04 21:00:00,451590.221637
power,AH,HV_161:EP,2019-01-04 22:00:00,504564.512914
power,AH,HV_161:EP,2019-01-04 23:00:00,575822.886564
power,AH,HV_161:EP,2019-01-05 00:00:00,550033.694528
power,AH,HV_161:EP,2019-01-05 01:00:00,520359.377291
power,AH,HV_161:EP,2019-01-05 02:00:00,480109.816796
power,AH,HV_161:EP,2019-01-05 03:00:00,472121.865934
power,AH,HV_161:EP,2019-01-05 04:00:00,452893.008806
power,AH,HV_161:EP,2019-01-05 05:00:00,465008.905228
power,AH,HV_161:EP,2019-01-05 06:00:00,377967.158934
power,AH,HV_161:EP,2019-01-05 07:00:00,355114.512872
power,AH,HV_161:EP,2019-01-05 08:00:00,357775.85679
power,AH,HV_161:EP,2019-01-05 09:00:00,359138.005252
power,AH,HV_161:EP,2019-01-05 10:00:00,367083.727547
power,AH,HV_161:EP,2019-01-05 11:00:00,365111.165402
power,AH,HV_161:EP,2019-01-05 12:00:00,373211.718864
power,AH,HV_161:EP,2019-01-05 13:00:00,385019.083823
power,AH,HV_161:EP,2019-01-05 14:00:00,406470.93525
power,AH,HV_161:EP,2019-01-05 15:00:00,389615.579979
power,AH,HV_161:EP,2019-01-05 16:00:00,411155.919008
power,AH,HV_161:EP,2019-01-05 17:00:00,449866.571416
power,AH,HV_161:EP,2019-01-05 18:00:00,576815.10059
power,AH,HV_161:EP,2019-01-05 19:00:00,469440.126479
power,AH,HV_161:EP,2019-01-05 20:00:00,460538.660947
power,AH,HV_161:EP,2019-01-05 21:00:00,481929.188952
power,AH,HV_161:EP,2019-01-05 22:00:00,572717.096865
power,AH,HV_161:EP,2019-01-05 23:00:00,526509.429848
power,AH,HV_161:EP,2019-01-06 00:00:00,502110.174681
power,AH,HV_161:EP,2019-01-06 01:00:00,467478.973974
power,AH,HV_161:EP,2019-01-06 02:00:00,444101.23882
power,AH,HV_161:EP,2019-01-06 03:00:00,433923.718334
power,AH,HV_161:EP,2019-01-06 04:00:00,428744.947085
power,AH,HV_161:EP,2019-01-06 05:00:00,426002.752305
power,AH,HV_161:EP,2019-01-06 06:00:00,381326.77899
power,AH,HV_161:EP,2019-01-06 07:00:00,368946.98006
power,AH,HV_161:EP,2019-01-06 08:00:00,321405.817002
power,AH,HV_161:EP,2019-01-06 09:00:00,318468.543385
power,AH,HV_161:EP,2019-01-06 10:00:00,314195.690843
power,AH,HV_161:EP,2019-01-06 11:00:00,331133.554697
power,AH,HV_161:EP,2019-01-06 12:00:00,372246.463715
power,AH,HV_161:EP,2019-01-06 13:00:00,370772.634815
power,AH,HV_161:EP,2019-01-06 14:00:00,412001.954284
power,AH,HV_161:EP,2019-01-06 15:00:00,428380.447263
power,AH,HV_161:EP,2019-01-06 16:00:00,444170.149918
power,AH,HV_161:EP,2019-01-06 17:00:00,456227.805633
power,AH,HV_161:EP,2019-01-06 18:00:00,551938.577998
power,AH,HV_161:EP,2019-01-06 19:00:00,514881.0541
power,AH,HV_161:EP,2019-01-06 20:00:00,484230.886766
power,AH,HV_161:EP,2019-01-06 21:00:00,531850.207076
power,AH,HV_161:EP,2019-01-06 22:00:00,546064.838284
power,AH,HV_161:EP,2019-01-06 23:00:00,507883.437063
power,AH,HV_161:EP,2019-01-07 00:00:00,423796.436715
power,AH,HV_161:EP,2019-01-07 01:00:00,463171.006622
power,AH,HV_161:EP,2019-01-07 02:00:00,435954.198522
power,AH,HV_161:EP,2019-01-07 03:00:00,422820.968897
power,AH,HV_161:EP,2019-01-07 04:00:00,419400.551722
power,AH,HV_161:EP,2019-01-07 05:00:00,435610.900935
power,AH,HV_161:EP,2019-01-07 06:00:00,383309.577206
power,AH,HV_161:EP,2019-01-07 07:00:00,351451.727435
power,AH,HV_161:EP,2019-01-07 08:00:00,364778.42482
power,AH,HV_161:EP,2019-01-07 09:00:00,351884.817268
power,AH,HV_161:EP,2019-01-07 10:00:00,370756.439837
power,AH,HV_161:EP,2019-01-07 11:00:00,391904.002065
power,AH,HV_161:EP,2019-01-07 12:00:00,368155.187482
power,AH,HV_161:EP,2019-01-07 13:00:00,394619.242525
power,AH,HV_161:EP,2019-01-07 14:00:00,390646.023647
power,AH,HV_161:EP,2019-01-07 15:00:00,386715.066317
power,AH,HV_161:EP,2019-01-07 16:00:00,431591.325217
power,AH,HV_161:EP,2019-01-07 17:00:00,477409.228211
power,AH,HV_161:EP,2019-01-07 18:00:00,547533.462926
power,AH,HV_161:EP,2019-01-07 19:00:00,496520.312766
power,AH,HV_161:EP,2019-01-07 20:00:00,498763.294215
power,AH,HV_161:EP,2019-01-07 21:00:00,550326.753561
power,AH,HV_161:EP,2019-01-07 22:00:00,506254.866428
power,AH,HV_161:EP,2019-01-07 23:00:00,490144.994466
power,AH,HV_161:EP,2019-01-08 00:00:00,451226.759195
power,AH,HV_161:EP,2019-01-08 01:00:00,439085.743375
power,AH,HV_161:EP,2019-01-08 02:00:00,420011.788943
power,AH,HV_161:EP,2019-01-08 03:00:00,419727.10303
power,AH,HV_161:EP,2019-01-08 04:00:00,424550.016873
power,AH,HV_161:EP,2019-01-08 05:00:00,445641.891894
power,AH,HV_161:EP,2019-01-08 06:00:00,399106.715997
power,AH,HV_161:EP,2019-01-08 07:00:00,394894.548413
power,AH,HV_161:EP,2019-01-08 08:00:00,398624.985532
power,AH,HV_161:EP,2019-01-08 09:00:00,401537.102639
power,AH,HV_161:EP,2019-01-08 10:00:00,420727.63962
power,AH,HV_161:EP,2019-01-08 11:00:00,444373.066416
power,AH,HV_161:EP,2019-01-08 12:00:00,398346.753327
power,AH,HV_161:EP,2019-01-08 13:00:00,405395.278302
power,AH,HV_161:EP,2019-01-08 14:00:00,433149.735562
power,AH,HV_161:EP,2019-01-08 15:00:00,437336.105283
power,AH,HV_161:EP,2019-01-08 16:00:00,442866.058962
power,AH,HV_161:EP,2019-01-08 17:00:00,499853.76932
power,AH,HV_161:EP,2019-01-08 18:00:00,571648.88904
power,AH,HV_161:EP,2019-01-08 19:00:00,469810.042756
power,AH,HV_161:EP,2019-01-08 20:00:00,463609.549092
power,AH,HV_161:EP,2019-01-08 21:00:00,396801.516093
power,AH,HV_161:EP,2019-01-08 22:00:00,475219.91809
power,AH,HV_161:EP,2019-01-08 23:00:00,454094.550692
power,AH,HV_161:EP,2019-01-09 00:00:00,420740.249924
power,AH,HV_161:EP,2019-01-09 01:00:00,396248.890586
power,AH,HV_161:EP,2019-01-09 02:00:00,378162.96362
power,AH,HV_161:EP,2019-01-09 03:00:00,372469.24589
power,AH,HV_161:EP,2019-01-09 04:00:00,387373.389427
power,AH,HV_161:EP,2019-01-09 05:00:00,408724.830934
power,AH,HV_161:EP,2019-01-09 06:00:00,333615.408095
power,AH,HV_161:EP,2019-01-09 07:00:00,330256.122678
power,AH,HV_161:EP,2019-01-09 08:00:00,336496.531794
power,AH,HV_161:EP,2019-01-09 09:00:00,347000.377486
power,AH,HV_161:EP,2019-01-09 10:00:00,372286.924362
power,AH,HV_161:EP,2019-01-09 11:00:00,368526.656735
power,AH,HV_161:EP,2019-01-09 12:00:00,407593.609315
power,AH,HV_161:EP,2019-01-09 13:00:00,424264.406199
power,AH,HV_161:EP,2019-01-09 14:00:00,454753.360593
power,AH,HV_161:EP,2019-01-09 15:00:00,458213.051297
power,AH,HV_161:EP,2019-01-09 16:00:00,445540.047247
power,AH,HV_161:EP,2019-01-09 17:00:00,484247.878213
power,AH,HV_161:EP,2019-01-09 18:00:00,558125.97305
power,AH,HV_161:EP,2019-01-09 19:00:00,462235.575813
power,AH,HV_161:EP,2019-01-09 20:00:00,495985.98999
power,AH,HV_161:EP,2019-01-09 21:00:00,537792.346892
power,AH,HV_161:EP,2019-01-09 22:00:00,549435.016885
power,AH,HV_161:EP,2019-01-09 23:00:00,515775.097306
power,AH,HV_161:EP,2019-01-10 00:00:00,513648.326167
power,AH,HV_161:EP,2019-01-10 01:00:00,493879.403341
power,AH,HV_161:EP,2019-01-10 02:00:00,496429.01675
power,AH,HV_161:EP,2019-01-10 03:00:00,466239.753021
power,AH,HV_161:EP,2019-01-10 04:00:00,488918.333081
power,AH,HV_161:EP,2019-01-10 05:00:00,481261.120117
power,AH,HV_161:EP,2019-01-10 06:00:00,437197.45883
power,AH,HV_161:EP,2019-01-10 07:00:00,429693.289029
power,AH,HV_161:EP,2019-01-10 08:00:00,446235.409743
power,AH,HV_161:EP,2019-01-10 09:00:00,434936.337871
power,AH,HV_161:EP,2019-01-10 10:00:00,442653.832766
power,AH,HV_161:EP,2019-01-10 11:00:00,456377.851394
power,AH,HV_161:EP,2019-01-10 12:00:00,460577.485115
power,AH,HV_161:EP,2019-01-10 13:00:00,484477.87324
power,AH,HV_161:EP,2019-01-10 14:00:00,495499.26017
power,AH,HV_161:EP,2019-01-10 15:00:00,517682.897265
power,AH,HV_161:EP,2019-01-10 16:00:00,509675.274183
power,AH,HV_161:EP,2019-01-10 17:00:00,498613.953822
power,AH,HV_161:EP,2019-01-10 18:00:00,467837.157942
power,AH,HV_161:EP,2019-01-10 19:00:00,435730.814688
power,AH,HV_161:EP,2019-01-10 20:00:00,411357.473475
power,AH,HV_161:EP,2019-01-10 21:00:00,474724.638295
power,AH,HV_161:EP,2019-01-10 22:00:00,548355.498338
power,AH,HV_161:EP,2019-01-10 23:00:00,556062.336857
power,AH,HV_161:EP,2019-01-11 00:00:00,521648.836919
power,AH,HV_161:EP,2019-01-11 01:00:00,534710.895281
power,AH,HV_161:EP,2019-01-11 02:00:00,510386.998197
power,AH,HV_161:EP,2019-01-11 03:00:00,493473.3073
power,AH,HV_161:EP,2019-01-11 04:00:00,500799.782355
power,AH,HV_161:EP,2019-01-11 05:00:00,507205.214758
power,AH,HV_161:EP,2019-01-11 06:00:00,438090.120511
power,AH,HV_161:EP,2019-01-11 07:00:00,460554.244656
power,AH,HV_161:EP,2019-01-11 08:00:00,462252.631571
power,AH,HV_161:EP,2019-01-11 09:00:00,480326.61191
power,AH,HV_161:EP,2019-01-11 10:00:00,485202.388422
power,AH,HV_161:EP,2019-01-11 11:00:00,495185.622866
power,AH,HV_161:EP,2019-01-11 12:00:00,468584.358821
power,AH,HV_161:EP,2019-01-11 13:00:00,509083.092064
power,AH,HV_161:EP,2019-01-11 14:00:00,505549.108768
power,AH,HV_161:EP,2019-01-11 15:00:00,501420.994367
power,AH,HV_161:EP,2019-01-11 16:00:00,509313.243306
power,AH,HV_161:EP,2019-01-11 17:00:00,523194.751994
power,AH,HV_161:EP,2019-01-11 18:00:00,476145.584332
power,AH,HV_161:EP,2019-01-11 19:00:00,416829.879185
power,AH,HV_161:EP,2019-01-11 20:00:00,424429.518835
power,AH,HV_161:EP,2019-01-11 21:00:00,435102.545366
power,AH,HV_161:EP,2019-01-11 22:00:00,465024.623735
power,AH,HV_161:EP,2019-01-11 23:00:00,563721.683876
power,AH,HV_161:EP,2019-01-12 00:00:00,510533.527792
power,AH,HV_161:EP,2019-01-12 01:00:00,511241.055885
power,AH,HV_161:EP,2019-01-12 02:00:00,502101.801581
power,AH,HV_161:EP,2019-01-12 03:00:00,499589.86728
power,AH,HV_161:EP,2019-01-12 04:00:00,507895.996652
power,AH,HV_161:EP,2019-01-12 05:00:00,482140.297094
power,AH,HV_161:EP,2019-01-12 06:00:00,406942.876197
power,AH,HV_161:EP,2019-01-12 07:00:00,403503.623779
power,AH,HV_161:EP,2019-01-12 08:00:00,436812.556137
power,AH,HV_161:EP,2019-01-12 09:00:00,420404.349086
power,AH,HV_161:EP,2019-01-12 10:00:00,421681.868392
power,AH,HV_161:EP,2019-01-12 11:00:00,426328.75884
power,AH,HV_161:EP,2019-01-12 12:00:00,451359.25186
power,AH,HV_161:EP,2019-01-12 13:00:00,465600.996632
power,AH,HV_161:EP,2019-01-12 14:00:00,470280.461544
power,AH,HV_161:EP,2019-01-12 15:00:00,469809.984227
power,AH,HV_161:EP,2019-01-12 16:00:00,472291.633733
power,AH,HV_161:EP,2019-01-12 17:00:00,498829.094996
power,AH,HV_161:EP,2019-01-12 18:00:00,541837.93436
power,AH,HV_161:EP,2019-01-12 19:00:00,406836.280596
power,AH,HV_161:EP,2019-01-12 20:00:00,415191.680665
power,AH,HV_161:EP,2019-01-12 21:00:00,417182.17946
power,AH,HV_161:EP,2019-01-12 22:00:00,476955.876046
power,AH,HV_161:EP,2019-01-12 23:00:00,574496.215491
power,AH,HV_161:EP,2019-01-13 00:00:00,567541.876468
power,AH,HV_161:EP,2019-01-13 01:00:00,550711.916634
power,AH,HV_161:EP,2019-01-13 02:00:00,513870.213836
power,AH,HV_161:EP,2019-01-13 03:00:00,506489.313496
power,AH,HV_161:EP,2019-01-13 04:00:00,505275.211911
power,AH,HV_161:EP,2019-01-13 05:00:00,489776.57738
power,AH,HV_161:EP,2019-01-13 06:00:00,443211.205092
power,AH,HV_161:EP,2019-01-13 07:00:00,414545.787559
power,AH,HV_161:EP,2019-01-13 08:00:00,321522.23558
power,AH,HV_161:EP,2019-01-13 09:00:00,319335.447488
power,AH,HV_161:EP,2019-01-13 10:00:00,330374.815097
power,AH,HV_161:EP,2019-01-13 11:00:00,339290.666919
power,AH,HV_161:EP,2019-01-13 12:00:00,402795.185782
power,AH,HV_161:EP,2019-01-13 13:00:00,435046.687133
power,AH,HV_161:EP,2019-01-13 14:00:00,439946.079237
power,AH,HV_161:EP,2019-01-13 15:00:00,446066.024505
power,AH,HV_161:EP,2019-01-13 16:00:00,444011.963399
power,AH,HV_161:EP,2019-01-13 17:00:00,209912.560364
power,AH,HV_161:EP,2019-01-13 18:00:00,366009.388323
power,AH,HV_161:EP,2019-01-13 19:00:00,457054.446642
power,AH,HV_161:EP,2019-01-13 20:00:00,510001.688642
power,AH,HV_161:EP,2019-01-13 21:00:00,539606.695599
power,AH,HV_161:EP,2019-01-13 22:00:00,557626.880246
power,AH,HV_161:EP,2019-01-13 23:00:00,554530.056862
power,AH,HV_161:EP,2019-01-14 00:00:00,536879.531905
power,AH,HV_161:EP,2019-01-14 01:00:00,506238.12014
power,AH,HV_161:EP,2019-01-14 02:00:00,487306.508745
power,AH,HV_161:EP,2019-01-14 03:00:00,483978.1956
power,AH,HV_161:EP,2019-01-14 04:00:00,464615.368865
power,AH,HV_161:EP,2019-01-14 05:00:00,484325.680007
power,AH,HV_161:EP,2019-01-14 06:00:00,442648.354642
power,AH,HV_161:EP,2019-01-14 07:00:00,430891.446226
power,AH,HV_161:EP,2019-01-14 08:00:00,443227.208383
power,AH,HV_161:EP,2019-01-14 09:00:00,475977.149644
power,AH,HV_161:EP,2019-01-14 10:00:00,466917.692836
power,AH,HV_161:EP,2019-01-14 11:00:00,493320.08289
power,AH,HV_161:EP,2019-01-14 12:00:00,503203.135893
power,AH,HV_161:EP,2019-01-14 13:00:00,519997.01541
power,AH,HV_161:EP,2019-01-14 14:00:00,526617.159081
power,AH,HV_161:EP,2019-01-14 15:00:00,538600.132853
power,AH,HV_161:EP,2019-01-14 16:00:00,537519.093566
power,AH,HV_161:EP,2019-01-14 17:00:00,529714.255357
power,AH,HV_161:EP,2019-01-14 18:00:00,519290.685551
power,AH,HV_161:EP,2019-01-14 19:00:00,399654.401859
power,AH,HV_161:EP,2019-01-14 20:00:00,410611.77042
power,AH,HV_161:EP,2019-01-14 21:00:00,430634.19756
power,AH,HV_161:EP,2019-01-14 22:00:00,502268.686404
power,AH,HV_161:EP,2019-01-14 23:00:00,549242.122509
power,AH,HV_161:EP,2019-01-15 00:00:00,573888.697117
power,AH,HV_161:EP,2019-01-15 01:00:00,547534.319815
power,AH,HV_161:EP,2019-01-15 02:00:00,535129.551051
power,AH,HV_161:EP,2019-01-15 03:00:00,516918.027427
power,AH,HV_161:EP,2019-01-15 04:00:00,542652.794198
power,AH,HV_161:EP,2019-01-15 05:00:00,561402.37007
power,AH,HV_161:EP,2019-01-15 06:00:00,501107.62303
power,AH,HV_161:EP,2019-01-15 07:00:00,449579.345824
power,AH,HV_161:EP,2019-01-15 08:00:00,444934.729961
power,AH,HV_161:EP,2019-01-15 09:00:00,463601.24571
power,AH,HV_161:EP,2019-01-15 10:00:00,459355.334457
power,AH,HV_161:EP,2019-01-15 11:00:00,465831.311742
power,AH,HV_161:EP,2019-01-15 12:00:00,469319.638997
power,AH,HV_161:EP,2019-01-15 13:00:00,505428.882335
power,AH,HV_161:EP,2019-01-15 14:00:00,510186.959654
power,AH,HV_161:EP,2019-01-15 15:00:00,509920.027287
power,AH,HV_161:EP,2019-01-15 16:00:00,522306.920567
power,AH,HV_161:EP,2019-01-15 17:00:00,526913.596701
power,AH,HV_161:EP,2019-01-15 18:00:00,499608.81601
power,AH,HV_161:EP,2019-01-15 19:00:00,400888.269486
power,AH,HV_161:EP,2019-01-15 20:00:00,419753.974909
power,AH,HV_161:EP,2019-01-15 21:00:00,422267.053902
power,AH,HV_161:EP,2019-01-15 22:00:00,457843.559363
power,AH,HV_161:EP,2019-01-15 23:00:00,483684.821303
power,AH,HV_161:WP,2019-01-01 00:00:00,0.0
power,AH,HV_161:WP,2019-01-01 01:00:00,0.0
power,AH,HV_161:WP,2019-01-01 02:00:00,0.0
power,AH,HV_161:WP,2019-01-01 03:00:00,0.0
power,AH,HV_161:WP,2019-01-01 04:00:00,0.0
power,AH,HV_161:WP,2019-01-01 05:00:00,0.0
power,AH,HV_161:WP,2019-01-01 06:00:00,0.0
power,AH,HV_161:WP,2019-01-01 07:00:00,0.0
power,AH,HV_161:WP,2019-01-01 08:00:00,0.0
power,AH,HV_161:WP,2019-01-01 09:00:00,0.0
power,AH,HV_161:WP,2019-01-01 10:00:00,0.0
power,AH,HV_161:WP,2019-01-01 11:00:00,0.0
power,AH,HV_161:WP,2019-01-01 12:00:00,0.0
power,AH,HV_161:WP,2019-01-01 13:00:00,0.0
power,AH,HV_161:WP,2019-01-01 14:00:00,0.0
power,AH,HV_161:WP,2019-01-01 15:00:00,0.0
power,AH,HV_161:WP,2019-01-01 16:00:00,0.0
power,AH,HV_161:WP,2019-01-01 17:00:00,0.0
power,AH,HV_161:WP,2019-01-01 18:00:00,0.0
power,AH,HV_161:WP,2019-01-01 19:00:00,0.0
power,AH,HV_161:WP,2019-01-01 20:00:00,0.0
power,AH,HV_161:WP,2019-01-01 21:00:00,0.0
power,AH,HV_161:WP,2019-01-01 22:00:00,0.0
power,AH,HV_161:WP,2019-01-01 23:00:00,0.0
power,AH,HV_161:WP,2019-01-02 00:00:00,0.0
power,AH,HV_161:WP,2019-01-02 01:00:00,0.0
power,AH,HV_161:WP,2019-01-02 02:00:00,0.0
power,AH,HV_161:WP,2019-01-02 03:00:00,0.0
power,AH,HV_161:WP,2019-01-02 04:00:00,0.0
power,AH,HV_161:WP,2019-01-02 05:00:00,0.0
power,AH,HV_161:WP,2019-01-02 06:00:00,0.0
power,AH,HV_161:WP,2019-01-02 07:00:00,0.0
power,AH,HV_161:WP,2019-01-02 08:00:00,0.0
power,AH,HV_161:WP,2019-01-02 09:00:00,0.0
power,AH,HV_161:WP,2019-01-02 10:00:00,0.0
power,AH,HV_161:WP,2019-01-02 11:00:00,0.0
power,AH,HV_161:WP,2019-01-02 12:00:00,0.0
power,AH,HV_161:WP,2019-01-02 13:00:00,0.0
power,AH,HV_161:WP,2019-01-02 14:00:00,0.0
power,AH,HV_161:WP,2019-01-02 15:00:00,0.0
power,AH,HV_161:WP,2019-01-02 16:00:00,0.0
power,AH,HV_161:WP,2019-01-02 17:00:00,0.0
power,AH,HV_161:WP,2019-01-02 18:00:00,0.0
power,AH,HV_161:WP,2019-01-02 19:00:00,0.0
power,AH,HV_161:WP,2019-01-02 20:00:00,0.0
power,AH,HV_161:WP,2019-01-02 21:00:00,0.0
power,AH,HV_161:WP,2019-01-02 22:00:00,0.0
power,AH,HV_161:WP,2019-01-02 23:00:00,0.0
power,AH,HV_161:WP,2019-01-03 00:00:00,0.0
power,AH,HV_161:WP,2019-01-03 01:00:00,0.0
power,AH,HV_161:WP,2019-01-03 02:00:00,0.0
power,AH,HV_161:WP,2019-01-03 03:00:00,0.0
power,AH,HV_161:WP,2019-01-03 04:00:00,0.0
power,AH,HV_161:WP,2019-01-03 05:00:00,0.0
power,AH,HV_161:WP,2019-01-03 06:00:00,0.0
power,AH,HV_161:WP,2019-01-03 07:00:00,0.0
power,AH,HV_161:WP,2019-01-03 08:00:00,0.0
power,AH,HV_161:WP,2019-01-03 09:00:00,0.0
power,AH,HV_161:WP,2019-01-03 10:00:00,0.0
power,AH,HV_161:WP,2019-01-03 11:00:00,0.0
power,AH,HV_161:WP,2019-01-03 12:00:00,0.0
power,AH,HV_161:WP,2019-01-03 13:00:00,0.0
power,AH,HV_161:WP,2019-01-03 14:00:00,0.0
power,AH,HV_161:WP,2019-01-03 15:00:00,0.0
power,AH,HV_161:WP,2019-01-03 16:00:00,0.0
power,AH,HV_161:WP,2019-01-03 17:00:00,0.0
power,AH,HV_161:WP,2019-01-03 18:00:00,0.0
power,AH,HV_161:WP,2019-01-03 19:00:00,0.0
power,AH,HV_161:WP,2019-01-03 20:00:00,0.0
