,UE,UW,NP,BA,AH,WP,CP,EP,AA,TV
5652,-20545.41895,-11995.75759,-72573.66346,-74549.53122,-289111.2561,-237385.8817,-107926.5755,-131153.4308,-959870.2358,-48488.24891
5653,-20877.0104,-12189.36234,-73744.96138,-75752.71853,-293777.3484,-241217.1557,-109668.4494,-133270.1731,-975361.9989,-49270.82185
5654,-20145.78447,-11762.42488,-71162.01358,-73099.4482,-283487.6752,-232768.425,-105827.2666,-128602.3301,-941199.5412,-47545.09092
5655,-20168.2902,-11775.56519,-71241.51176,-73181.11077,-283804.3716,-233028.4607,-105945.4908,-128745.9973,-942250.9961,-47598.2056
5656,-20193.63544,-11790.3634,-71331.04008,-73273.07656,-284161.025,-233321.3047,-106078.6312,-128907.7908,-943435.1112,-47658.02168
5657,-21009.62595,-12266.79196,-74213.40625,-76233.91713,-295643.4893,-242749.4223,-110365.0885,-134116.7357,-981557.7215,-49583.80138
5658,-22166.1471,-12942.04455,-78298.64671,-80430.38106,-311917.8366,-256112.0991,-116440.378,-141499.4869,-1035589.729,-52313.25098
5659,-26275.12572,-15341.13466,-92813.00792,-95339.90571,-369738.6079,-303588.0603,-138025.1406,-167729.5017,-1227558.863,-62010.65256
5660,-26653.72681,-15562.18671,-94150.36044,-96713.66857,-375066.2109,-307962.493,-140013.9596,-170146.334,-1245246.889,-62904.17066
5661,-26085.50968,-15230.42443,-92143.2172,-94651.87948,-367070.3668,-301397.1986,-137029.0738,-166519.0716,-1218700.11,-61563.14891
5662,-24559.22147,-14339.27768,-86751.8291,-89113.70714,-345592.7272,-283762.1592,-129011.3711,-156775.8809,-1147392.796,-57961.02997
5663,-22862.87827,-13348.84171,-80759.74684,-82958.48633,-321722.106,-264162.2704,-120100.3573,-145947.1296,-1068140.611,-53957.57248
5664,-22041.31391,-12869.15878,-77857.69187,-79977.42092,-310161.2075,-254669.7514,-115784.6202,-140702.6036,-1029757.594,-52018.63821
5665,-21222.79939,-12391.25654,-74966.41001,-77007.42194,-298643.2258,-245212.4709,-111484.9041,-135477.5465,-991517.0631,-50086.90171
5666,-20892.78545,-12198.57284,-73800.6844,-75809.95864,-293999.3318,-241399.4237,-109751.3169,-133370.8744,-976099,-49308.05177
5667,-20697.17489,-12084.36262,-73109.71893,-75100.18117,-291246.737,-239139.3002,-108723.7604,-132122.1777,-966960.1864,-48846.40075
5668,-20278.71552,-11840.0387,-71631.57291,-73581.7916,-285358.2558,-234304.3369,-106525.563,-129450.9068,-947410.0038,-47858.81505
5669,-20502.30049,-11970.58222,-72421.35387,-74393.07489,-288504.5013,-236887.6824,-107700.0711,-130878.1805,-957855.7661,-48386.48713
5670,-20120.96507,-11747.93369,-71074.34269,-73009.39041,-283138.4212,-232481.6566,-105696.8884,-128443.8933,-940039.9928,-47486.51584
5671,-19539.70723,-11408.5574,-69021.13508,-70900.28282,-274959.0707,-225765.6873,-102643.4989,-124733.3844,-912883.9588,-46114.71736
5672,-19873.82269,-11603.63582,-70201.34868,-72112.62855,-279660.6803,-229626.1241,-104398.6316,-126866.2389,-928493.6422,-46903.24708
5673,-18770.51602,-10959.45333,-66304.08055,-68109.25461,-264135.1573,-216878.2982,-98602.8817,-119823.1869,-876947.7851,-44299.38642
5674,-18144.03639,-10593.6736,-64091.13361,-65836.05868,-255319.4542,-209639.8271,-95311.93878,-115824.0008,-847679.0146,-42820.86216
5675,-18333.4421,-10704.26102,-64760.18136,-66523.32171,-257984.7356,-211828.2586,-96306.90071,-117033.0883,-856527.9412,-43267.86941
5676,-18341.85546,-10709.17329,-64789.9003,-66553.84977,-258103.1268,-211925.4682,-96351.09668,-117086.7957,-856921.0084,-43287.72537
5677,-18470.79016,-10784.45379,-65245.34313,-67021.69235,-259917.4715,-213415.2056,-97028.40003,-117909.8614,-862944.7641,-43592.01792
5678,-19263.22327,-11247.128,-68044.49626,-69897.05433,-271068.4406,-222571.1363,-101191.1086,-122968.4256,-899966.7862,-45462.20094
5679,-19404.88318,-11329.83831,-68544.88899,-70411.0706,-273061.8521,-224207.9032,-101935.2584,-123872.7236,-906585.0561,-45796.52563
5680,-19339.15382,-11291.46122,-68312.70974,-70172.57011,-272136.921,-223448.4531,-101589.9773,-123453.1347,-903514.2181,-45641.40096
5681,-19714.81023,-11510.79397,-69639.66063,-71535.64814,-277423.0871,-227788.8624,-103563.3277,-125851.1694,-921064.671,-46527.96948
5682,-20852.61167,-12175.11676,-73658.77644,-75664.18714,-293434.014,-240935.2478,-109540.2811,-133114.4217,-974222.1039,-49213.23957
5683,-24948.23408,-14566.40865,-88125.95882,-90525.24848,-351066.8393,-288256.8888,-131054.8826,-159259.176,-1165567.243,-58879.11982
5684,-25294.75924,-14768.73267,-89350.00786,-91782.6231,-355943.0759,-292260.7098,-132875.2044,-161471.2489,-1181756.701,-59696.93708
5685,-25234.49857,-14733.54856,-89137.14592,-91563.96585,-355095.0991,-291564.446,-132558.6507,-161086.5697,-1178941.357,-59554.71878
5686,-23655.94238,-13811.88434,-83561.12888,-85836.13792,-332881.9544,-273325.4918,-124266.3806,-151009.7219,-1105192.113,-55829.2447
5687,-21772.19164,-12712.02762,-76907.05712,-79000.90449,-306374.1697,-251560.2588,-114370.9013,-138984.6387,-1017184.355,-51383.49576
5688,-20038.51416,-11699.79346,-70783.09703,-72710.21539,-281978.1876,-231529.0024,-105263.7679,-127917.561,-936187.9337,-47291.92745
5689,-20878.90341,-12190.4676,-73751.64814,-75759.58734,-293803.9864,-241239.0279,-109678.3935,-133282.2572,-975450.4391,-49275.28944
5690,-20236.4384,-11815.35456,-71482.23521,-73428.38809,-284763.3401,-233815.8586,-106303.4782,-129181.0272,-945434.8408,-47759.03886
5691,-19778.75175,-11548.1272,-69865.52461,-71767.66143,-278322.86,-228527.6555,-103899.2171,-126259.3455,-924051.9822,-46678.87476
5692,-19782.7481,-11550.46053,-69879.64111,-71782.16226,-278379.0958,-228573.8301,-103920.2102,-126284.8565,-924238.6891,-46688.30634
5693,-20186.27375,-11786.06516,-71305.036,-73246.36451,-284057.4327,-233236.2463,-106039.9597,-128860.7969,-943091.1773,-47640.64771
5694,-20244.22075,-11819.89841,-71509.72523,-73456.62654,-284872.8519,-233905.7775,-106344.3595,-129230.7065,-945798.428,-47777.40562
5695,-20082.15845,-11725.27585,-70937.26406,-72868.57972,-282592.3419,-232033.2773,-105493.0345,-128196.168,-938226.9701,-47394.93024
5696,-20450.55835,-11940.37177,-72238.58236,-74205.3273,-287776.3956,-236289.8433,-107428.2658,-130547.8801,-955438.4025,-48264.37299
5697,-21011.93962,-12268.14283,-74221.57896,-76242.31234,-295676.0469,-242776.1549,-110377.2424,-134131.5052,-981665.815,-49589.26177
5698,-21500.54536,-12553.42277,-75947.50668,-78015.22964,-302551.6146,-248421.6034,-112943.9237,-137250.5615,-1004493.196,-50742.39652
5699,-21740.53638,-12693.54521,-76795.23959,-78886.04265,-305928.7229,-251194.5076,-114204.614,-138782.5647,-1015705.439,-51308.78771
5700,-21629.48006,-12628.70328,-76402.94951,-78483.07221,-304365.9594,-249911.3407,-113621.2271,-138073.6272,-1010516.952,-51046.68907
5701,-21433.02816,-12514.00183,-75709.01215,-77770.24193,-301601.5254,-247641.4962,-112589.251,-136819.5598,-1001338.831,-50583.05246
5702,-21887.66497,-12779.44849,-77314.94963,-79419.90216,-307999.0886,-252894.4608,-114977.4911,-139721.7725,-1022579.203,-51656.01878
5703,-22278.99126,-13007.93034,-78697.25206,-80839.83872,-313505.7583,-257415.9231,-117033.1565,-142219.8372,-1040861.744,-52579.56901
5704,-22322.10972,-13033.10571,-78849.56165,-80996.29504,-314112.5131,-257914.1223,-117259.6609,-142495.0876,-1042876.213,-52681.3308
5705,-23100.13495,-13487.36766,-81597.82108,-83819.37772,-325060.7372,-266903.5816,-121346.6838,-147461.6779,-1079225.108,-54517.51049
5706,-23342.75514,-13629.02518,-82454.84116,-84699.73075,-328474.8428,-269706.8639,-122621.1853,-149010.4645,-1090560.185,-55090.10668
5707,-27161.36777,-15858.58066,-95943.52728,-98555.6556,-382209.6386,-313827.8782,-142680.6343,-173386.9033,-1268963.585,-64102.22952
5708,-28475.63937,-16625.93826,-100585.998,-103324.5207,-400703.8205,-329013.2353,-149584.5983,-181776.6679,-1330365.603,-67203.97832
5709,-28087.36292,-16399.23711,-99214.46865,-101915.6506,-395240.0676,-324527.0115,-147544.954,-179298.0722,-1312225.549,-66287.62587
5710,-27283.57178,-15929.93134,-96375.19495,-98999.07573,-383929.2705,-315239.8479,-143322.5809,-174167.003,-1274672.887,-64390.6373
5711,-25501.30717,-14889.32885,-90079.60796,-92532.08706,-358849.5794,-294647.2059,-133960.2156,-162789.7651,-1191406.502,-60184.40084
5712,-24205.12428,-14132.53261,-85501.03301,-87828.85727,-340609.9385,-279670.8495,-127151.2729,-154515.4714,-1130849.578,-57125.34235
5713,-23794.86794,-13892.99816,-84051.86296,-86340.23257,-334836.8887,-274930.6656,-124996.1666,-151896.5651,-1111682.636,-56157.11621
5714,-23723.45957,-13851.30529,-83799.62341,-86081.12563,-333832.0436,-274105.599,-124621.0533,-151440.7236,-1108346.478,-55988.58877
5715,-22900.10737,-13370.5785,-80891.25317,-83093.57301,-322245.987,-264592.4229,-120295.9245,-146184.7848,-1069879.934,-54045.4351
5716,-22371.01236,-13061.65826,-79022.30302,-81173.73941,-314800.6618,-258479.1532,-117516.55,-142807.2617,-1045160.917,-52796.74355
5717,-22732.68156,-13272.82437,-80299.84616,-82486.06454,-319890.0025,-262657.9516,-119416.4246,-145116.0079,-1062057.895,-53650.30154
5718,-22320.21671,-13032.00045,-78842.87489,-80989.42623,-314085.875,-257892.2502,-117249.7168,-142483.0034,-1042787.773,-52676.86321
5719,-21388.75287,-12488.15102,-75552.6162,-77609.58799,-300978.4918,-247129.9306,-112356.6697,-136536.9247,-999270.3147,-50478.56048
5720,-21929.73176,-12804.00983,-77463.54436,-79572.54248,-308591.0445,-253380.5089,-115198.471,-139990.3094,-1024544.539,-51755.29857
5721,-23033.87976,-13448.68355,-81363.78439,-83578.96922,-324128.4067,-266138.0558,-120998.6405,-147038.7322,-1076129.703,-54361.14483
5722,-21650.40829,-12640.92254,-76476.87539,-78559.01077,-304660.4574,-250153.1496,-113731.1646,-138207.2243,-1011494.706,-51096.08077
5723,-22004.7158,-12847.79041,-77728.41446,-79844.62384,-309646.2059,-254246.8896,-115592.3677,-140468.9765,-1028047.751,-51932.26479
5724,-22299.18332,-13019.71978,-78768.57753,-80913.10607,-313789.8971,-257649.2261,-117139.2268,-142348.7349,-1041805.105,-52627.22331
5725,-21983.05141,-12835.14132,-77651.88817,-79766.01408,-309341.3486,-253996.5748,-115478.563,-140330.68,-1027035.603,-51881.1357
5726,-22020.59602,-12857.06232,-77784.50896,-79902.24556,-309869.6692,-254430.3727,-115675.7876,-140570.3492,-1028789.666,-51969.74291
5727,-22193.28018,-12957.88661,-78394.49031,-80528.83407,-312299.6482,-256425.6001,-116582.91,-141672.6932,-1036857.371,-52377.28644
5728,-21891.97681,-12781.96603,-77330.18059,-79435.54779,-308059.7641,-252944.2807,-115000.1416,-139749.2976,-1022780.65,-51666.19495
5729,-21131.19896,-12337.77422,-74642.845,-76675.04765,-297354.2418,-244154.1012,-111003.7204,-134892.8074,-987237.5434,-49870.71997
5730,-20885.52893,-12194.33601,-73775.05181,-75783.62819,-293897.2195,-241315.5804,-109713.1978,-133324.5518,-975759.9795,-49290.926
5731,-25386.46484,-14822.27639,-89673.94436,-92115.37899,-357233.5398,-293320.2946,-133356.9405,-162056.6594,-1186041.134,-59913.36702
5732,-25478.38077,-14875.94292,-89998.62383,-92448.89809,-358526.9634,-294382.3097,-133839.7816,-162643.4125,-1190335.394,-60130.29336
5733,-25491.73698,-14883.74114,-90045.80266,-92497.36139,-358714.9094,-294536.63,-133909.9427,-162728.673,-1190959.388,-60161.81469
5734,-24666.49178,-14401.90909,-87130.74565,-89502.93995,-347102.2147,-285001.5818,-129574.8698,-157460.65,-1152404.404,-58214.19343
5735,-23051.65298,-13459.06072,-81426.56566,-83643.45975,-324378.5081,-266343.4111,-121092.0045,-147152.1891,-1076960.058,-54403.09054
5736,-22754.34596,-13285.47346,-80376.37245,-82564.67431,-320194.8598,-262908.2663,-119530.2292,-145254.3044,-1063070.043,-53701.43063
5737,-21944.03446,-12812.36068,-77514.06657,-79624.44019,-308792.3095,-253545.7652,-115273.6042,-140081.612,-1025212.753,-51789.05369
5738,-21468.46943,-12534.69475,-75834.2032,-77898.84139,-302100.2482,-248050.9917,-112775.4266,-137045.8021,-1002994.627,-50666.69568
5739,-21448.17221,-12522.84391,-75762.50625,-77825.19244,-301814.6295,-247816.4735,-112668.8038,-136916.2331,-1002046.352,-50618.79318
5740,-21427.24398,-12510.62464,-75688.58037,-77749.25388,-301520.1314,-247574.6646,-112558.8663,-136782.636,-1001068.597,-50569.40149
5741,-21400.00574,-12494.72118,-75592.36529,-77650.41928,-301136.84,-247259.9484,-112415.7818,-136608.7583,-999796.0421,-50505.11782
5742,-21129.51629,-12336.79177,-74636.90121,-76668.94203,-297330.5636,-244134.6593,-110994.8812,-134882.0659,-987158.9299,-49866.74878
5743,-20970.08317,-12243.7043,-74073.72721,-76090.43523,-295087.0508,-242292.5371,-110157.3674,-133864.311,-979710.3054,-49490.47838
5744,-20901.93497,-12203.91493,-73833.00375,-75843.15791,-294128.0823,-241505.1392,-109799.38,-133429.2812,-976526.4607,-49329.64512
5745,-20972.50201,-12245.11658,-74082.2714,-76099.21205,-295121.0883,-242320.4848,-110170.0737,-133879.7519,-979823.3123,-49496.18697
5746,-21454.06156,-12526.28249,-75783.30951,-77846.56208,-301897.5033,-247884.5202,-112699.741,-136953.8282,-1002321.499,-50632.69235
5747,-21127.83362,-12335.80932,-74630.95742,-76662.83642,-297306.8854,-244115.2174,-110986.042,-134871.3244,-987080.3165,-49862.77759
5748,-21058.00275,-12295.0375,-74384.29018,-76409.45349,-296324.2386,-243308.3776,-110619.2154,-134425.5532,-983817.8582,-49697.97314
5749,-21270.33486,-12419.01085,-75134.32205,-77179.9055,-299312.136,-245761.7052,-111734.6113,-135780.9933,-993737.8931,-50199.08787
5750,-21062.6301,-12297.73924,-74400.6356,-76426.24393,-296389.3537,-243361.8429,-110643.5231,-134455.0922,-984034.0452,-49708.89392
5751,-22105.46576,-12906.61482,-78084.29882,-80210.19741,-311063.9402,-255410.9747,-116121.6145,-141112.1224,-1032754.731,-52170.03988
5752,-22049.20143,-12873.76403,-77885.55338,-80006.04098,-310272.1992,-254760.8854,-115826.0539,-140752.9543,-1030126.094,-52037.25317
5753,-22104.83476,-12906.2464,-78082.0699,-80207.9078,-311055.0609,-255403.684,-116118.2998,-141108.0944,-1032725.251,-52168.55069
5754,-22348.19112,-13048.33374,-78941.69038,-81090.93204,-314479.5257,-258215.4721,-117396.6684,-142661.5804,-1044094.722,-52742.88427
5755,-26592.3093,-15526.32715,-93933.41214,-96490.8137,-374201.9553,-307252.8628,-139691.3289,-169754.2701,-1242377.498,-62759.22217
5756,-27259.06788,-15915.62436,-96288.63852,-98910.16274,-383584.4562,-314956.7249,-143193.8601,-174010.5803,-1273528.078,-64332.80682
5757,-26620.59922,-15542.84465,-94033.34209,-96593.46432,-374600.0457,-307579.7302,-139839.9379,-169934.8612,-1243699.187,-62825.98783
5758,-25426.74379,-14845.79387,-89816.22381,-92261.5321,-357800.3375,-293785.6857,-133568.5288,-162313.7835,-1187922.944,-60008.42742
5759,-23958.40258,-13988.48036,-84629.52495,-86933.6218,-337138.1172,-276820.1775,-125855.2259,-152940.5023,-1119322.881,-56543.06639
5760,-23511.23263,-13727.39334,-83049.96303,-85311.05523,-330845.6261,-271653.4864,-123506.2098,-150085.9549,-1098431.356,-55487.72223
5761,-22269.73656,-13002.52684,-78664.56122,-80806.25785,-313375.528,-257308.9925,-116984.5409,-142160.7591,-1040429.37,-52557.72746
5762,-21636.52625,-12632.8173,-76427.83913,-78508.63946,-304465.112,-249992.7538,-113658.2412,-138118.6071,-1010846.145,-51063.31844
5763,-21376.13283,-12480.78262,-75508.03778,-77563.7959,-300800.905,-246984.1162,-112290.3757,-136456.3636,-998680.7138,-50448.77654
5764,-21758.83543,-12704.22939,-76859.87829,-78952.44119,-306186.2237,-251405.9386,-114300.7402,-138899.3782,-1016560.361,-51351.97442
5765,-22103.88826,-12905.69377,-78078.72652,-80204.47339,-311041.7419,-255392.7479,-116113.3277,-141102.0523,-1032681.031,-52166.31689
5766,-21451.22205,-12524.6246,-75773.27937,-77836.25886,-301857.5463,-247851.712,-112684.8248,-136935.702,-1002188.839,-50625.99097
5767,-21394.95772,-12491.77381,-75574.53392,-77632.10244,-301065.8053,-247201.6227,-112389.2642,-136576.5339,-999560.2018,-50493.20425
5768,-21078.82581,-12307.19536,-74457.84457,-76485.01045,-296617.2568,-243548.9714,-110728.6004,-134558.4789,-984790.6997,-49747.11663
5769,-21071.25379,-12302.77432,-74431.09752,-76457.53519,-296510.7047,-243461.4827,-110688.824,-134510.1423,-984436.9392,-49729.24627
5770,-21051.1669,-12291.04628,-74360.14354,-76384.64944,-296228.0458,-243229.3948,-110583.3061,-134381.9159,-983498.4911,-49681.84017
5771,-21513.27056,-12560.85258,-75992.45659,-78061.40333,-302730.6812,-248568.6329,-113010.7702,-137331.794,-1005087.71,-50772.42866
5772,-21658.08548,-12645.40499,-76503.99393,-78586.86763,-304768.4894,-250241.8534,-113771.4934,-138256.2323,-1011853.38,-51114.19933
5773,-22198.9592,-12961.20239,-78414.5506,-80549.44051,-312379.5622,-256491.2166,-116612.7423,-141708.9457,-1037122.691,-52390.68921
5774,-22121.34597,-12915.88672,-78140.39333,-80267.81913,-311287.4036,-255594.4579,-116205.0344,-141213.4951,-1033496.646,-52207.518
5775,-22602.27452,-13196.68422,-79839.20252,-82012.87956,-318054.9393,-261151.2025,-118731.3869,-144283.5434,-1055965.353,-53342.53419
5776,-23235.06417,-13566.14815,-82074.43866,-84308.97154,-326959.4357,-268462.5808,-122055.4768,-148323.01,-1085528.924,-54835.95042
5777,-22469.65897,-13119.2546,-79370.75765,-81531.68096,-316188.7983,-259618.936,-118034.7478,-143436.9808,-1049769.63,-53029.55466
5778,-23381.35142,-13651.56021,-82591.17682,-84839.77825,-329017.9623,-270152.813,-122823.9344,-149256.8472,-1092363.381,-55181.19588
5779,-26881.83397,-15695.37056,-94956.11533,-97541.36069,-378276.0917,-310598.0887,-141212.223,-171602.4755,-1255903.925,-63442.51532
5780,-27369.28286,-15979.97507,-96677.9567,-99310.08037,-385135.3806,-316230.1708,-143772.8274,-174714.147,-1278677.259,-64592.91987
5781,-27557.42657,-16089.82565,-97342.54661,-99992.7642,-387782.9033,-318404.0209,-144761.1599,-175915.1784,-1287467.226,-65036.94873
5782,-26304.15181,-15358.08199,-92915.53828,-95445.22753,-370147.0575,-303923.4335,-138177.6167,-167914.7922,-1228914.945,-62079.15562
5783,-24895.6506,-14535.70698,-87940.21541,-90334.44809,-350326.8944,-287649.3287,-130778.6577,-158923.5049,-1163110.573,-58755.02008
5784,-24305.13807,-14190.92719,-85854.31697,-88191.75962,-342017.3137,-280826.4288,-127676.6526,-155153.9179,-1135522.165,-57361.38005
5785,-23107.70697,-13491.7887,-81624.56813,-83846.85298,-325167.2893,-266991.0702,-121386.4602,-147510.0145,-1079578.868,-54535.38085
5786,-22799.14708,-13311.63128,-80534.62583,-82727.23625,-320825.2928,-263425.9076,-119765.5728,-145540.2962,-1065163.127,-53807.1636
5787,-22261.74388,-12997.86019,-78636.32822,-80777.25619,-313263.0564,-257216.6433,-116942.5547,-142109.7371,-1040055.956,-52538.8643
5788,-22264.79372,-12999.64089,-78647.10134,-80788.32261,-313305.9732,-257251.8818,-116958.5758,-142129.206,-1040198.443,-52546.06208
5789,-22527.29047,-13152.90364,-79574.33242,-81740.79819,-316999.7779,-260284.8218,-118337.4903,-143804.8764,-1052462.141,-53165.56797
5790,-21721.92183,-12682.67682,-76729.48642,-78818.49931,-305666.7824,-250979.4314,-114106.8304,-138663.7371,-1014835.778,-51264.85641
5791,-20815.27739,-12153.31857,-73526.89862,-75528.71886,-292908.6531,-240503.8802,-109344.1614,-132876.0951,-972477.868,-49125.12876
5792,-21757.46826,-12703.43115,-76855.04896,-78947.48038,-306166.9851,-251390.142,-114293.5584,-138890.6508,-1016496.487,-51348.74783
5793,-21970.64171,-12827.89573,-77608.05273,-79720.98519,-309166.7216,-253853.1906,-115413.3739,-140251.4616,-1026455.829,-51851.84816
5794,-23008.21902,-13433.70114,-81273.14161,-83485.85863,-323767.3136,-265841.5665,-120863.8428,-146874.9247,-1074930.848,-54300.58415
5795,-22382.79106,-13068.53544,-79063.90954,-81216.4787,-314966.4094,-258615.2467,-117578.4244,-142882.4521,-1045711.211,-52824.54189
